latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.40889,-118.79101,368.3,1.16,1.07,2024-08-30,1749,Terra,MODIS,100,6.1NRT,307.65,129.59,D
36.4075,-118.77927,348.99,1.16,1.07,2024-08-30,1749,Terra,MODIS,94,6.1NRT,303.85,65.08,D
36.40606,-118.76711,325.83,1.16,1.07,2024-08-30,1749,Terra,MODIS,40,6.1NRT,299.63,17.9,D
36.40613,-118.81113,351.98,1.16,1.07,2024-08-30,1749,Terra,MODIS,95,6.1NRT,301.42,72.93,D
36.4045,-118.79782,450.49,1.16,1.07,2024-08-30,1749,Terra,MODIS,100,6.1NRT,326.89,879.92,D
36.40303,-118.78571,391.18,1.16,1.07,2024-08-30,1749,Terra,MODIS,100,6.1NRT,312.45,242.81,D
36.3952,-118.80032,375.8,1.16,1.07,2024-08-30,1749,Terra,MODIS,100,6.1NRT,304.44,159,D
36.39367,-118.78773,345.3,1.16,1.07,2024-08-30,1749,Terra,MODIS,91,6.1NRT,303.7,54.18,D
36.37664,-118.80571,330.09,1.16,1.07,2024-08-30,1749,Terra,MODIS,67,6.1NRT,301.97,23.15,D
36.36578,-118.79537,326.69,1.16,1.07,2024-08-30,1749,Terra,MODIS,37,6.1NRT,302.55,18.6,D
38.85944,-115.46364,322.56,1,1,2024-08-30,1749,Terra,MODIS,54,6.1NRT,306.59,12.39,D
38.85786,-115.45253,358.85,1,1,2024-08-30,1749,Terra,MODIS,99,6.1NRT,307.85,75.81,D
32.53696,-115.11941,327.6,1.07,1.03,2024-08-30,1749,Terra,MODIS,31,6.1NRT,312.66,7.85,D
40.40141,-120.63132,322.59,1.61,1.25,2024-08-30,1749,Terra,MODIS,64,6.1NRT,308.91,16.27,D
36.37179,-118.80447,355.96,1.86,1.33,2024-08-30,2118,Aqua,MODIS,74,6.1NRT,308.37,168.28,D
36.37648,-118.78114,324.84,1.86,1.33,2024-08-30,2118,Aqua,MODIS,38,6.1NRT,306.78,36.55,D
36.41354,-118.81685,362.74,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,296.95,207.2,D
36.36412,-118.7601,327,1.85,1.33,2024-08-30,2121,Aqua,MODIS,8,6.1NRT,302.5,34.99,D
36.38268,-118.78841,406.92,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,311.99,707.02,D
36.37809,-118.81043,394.74,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,313.83,525.19,D
36.40755,-118.72736,341.99,1.84,1.33,2024-08-30,2121,Aqua,MODIS,87,6.1NRT,295.15,97.93,D
36.40315,-118.74867,369.36,1.85,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,299.29,259.31,D
36.39484,-118.7888,425.91,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,302.27,1072.23,D
36.38966,-118.81377,417.58,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,300.73,897.86,D
36.40644,-118.79184,346.55,1.86,1.33,2024-08-30,2121,Aqua,MODIS,91,6.1NRT,293.97,108.39,D
36.40175,-118.81458,342.99,1.86,1.33,2024-08-30,2121,Aqua,MODIS,37,6.1NRT,292.4,85.88,D
36.42893,-118.74192,389.08,1.84,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,296.88,458.62,D
36.42476,-118.76227,396.26,1.85,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,300.08,550.09,D
36.42118,-118.77969,341.99,1.85,1.33,2024-08-30,2121,Aqua,MODIS,87,6.1NRT,297.76,93.46,D
36.41784,-118.79591,384.21,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,300.45,398.71,D
36.43631,-118.76547,345.88,1.85,1.33,2024-08-30,2121,Aqua,MODIS,90,6.1NRT,295.42,117.23,D
36.43244,-118.78439,329,1.85,1.33,2024-08-30,2121,Aqua,MODIS,64,6.1NRT,295.07,49.61,D
36.42869,-118.8027,391.55,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,300.42,489.96,D
36.4244,-118.82363,379.7,1.86,1.33,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,301.86,355.54,D
38.87527,-115.45931,379.49,1.12,1.05,2024-08-30,2121,Aqua,MODIS,100,6.1NRT,319.89,162.28,D
38.87305,-115.47227,334.07,1.12,1.06,2024-08-30,2121,Aqua,MODIS,63,6.1NRT,312.7,22.67,D
38.88422,-115.46312,335.78,1.12,1.05,2024-08-30,2121,Aqua,MODIS,80,6.1NRT,305.18,29.65,D
38.88206,-115.47577,328.47,1.12,1.06,2024-08-30,2121,Aqua,MODIS,64,6.1NRT,309.65,16.22,D
38.92304,-115.46053,358.68,1.12,1.05,2024-08-30,2121,Aqua,MODIS,99,6.1NRT,305.55,84.31,D
38.92078,-115.47398,360,1.12,1.05,2024-08-30,2121,Aqua,MODIS,99,6.1NRT,310.64,86.42,D
39.36487,-122.01859,323.31,2.45,1.51,2024-08-30,2121,Aqua,MODIS,65,6.1NRT,306.79,48.11,D
41.90792,-121.40645,359.8,1.93,1.36,2024-08-30,2123,Aqua,MODIS,99,6.1NRT,309.35,190.67,D
36.38952,-118.72053,311.18,1.58,1.24,2024-08-31,0451,Terra,MODIS,75,6.1NRT,288.35,20.92,N
36.41064,-118.78792,357.74,1.59,1.24,2024-08-31,0451,Terra,MODIS,100,6.1NRT,297.33,155.01,N
36.41335,-118.77361,316.33,1.59,1.24,2024-08-31,0451,Terra,MODIS,69,6.1NRT,292.96,24.14,N
36.41661,-118.75631,317.05,1.58,1.24,2024-08-31,0451,Terra,MODIS,94,6.1NRT,292.96,27.43,N
36.41991,-118.73882,314.79,1.58,1.24,2024-08-31,0451,Terra,MODIS,90,6.1NRT,292.78,24.8,N
36.39663,-118.80199,323.94,1.6,1.24,2024-08-31,0451,Terra,MODIS,100,6.1NRT,293.77,37.76,N
36.38542,-118.80128,308.99,1.6,1.24,2024-08-31,0451,Terra,MODIS,44,6.1NRT,294.53,13.17,N
36.39973,-118.72616,324.73,1.58,1.24,2024-08-31,0451,Terra,MODIS,100,6.1NRT,289.75,44.01,N
38.90823,-115.46136,306.99,1.04,1.02,2024-08-31,0451,Terra,MODIS,67,6.1NRT,287.73,10.14,N
38.86071,-115.46684,319.83,1.04,1.02,2024-08-31,0451,Terra,MODIS,99,6.1NRT,282.89,21.52,N
38.8625,-115.45523,312.23,1.04,1.02,2024-08-31,0451,Terra,MODIS,84,6.1NRT,279.79,14.3,N
36.41825,-118.80762,335.17,1.6,1.24,2024-08-31,0451,Terra,MODIS,100,6.1NRT,293.44,69.05,N
36.42132,-118.79134,328.91,1.59,1.24,2024-08-31,0451,Terra,MODIS,100,6.1NRT,292.25,52.06,N
36.40765,-118.80372,335.21,1.6,1.24,2024-08-31,0451,Terra,MODIS,100,6.1NRT,295.34,67.72,N
36.40314,-118.72861,312.14,1.62,1.25,2024-08-31,1100,Aqua,MODIS,53,6.1NRT,289.76,21.83,N
36.41219,-118.77441,379.65,1.6,1.25,2024-08-31,1100,Aqua,MODIS,100,6.1NRT,298.71,300.58,N
36.41606,-118.7942,378.26,1.6,1.25,2024-08-31,1100,Aqua,MODIS,100,6.1NRT,296.11,288.74,N
36.41952,-118.75354,307.07,1.61,1.25,2024-08-31,1100,Aqua,MODIS,23,6.1NRT,290.93,13.09,N
36.42268,-118.7696,314.42,1.6,1.25,2024-08-31,1100,Aqua,MODIS,87,6.1NRT,291.86,23.23,N
36.42643,-118.78886,335.52,1.6,1.25,2024-08-31,1100,Aqua,MODIS,100,6.1NRT,293.07,70.26,N
36.40001,-118.7128,318.13,1.62,1.25,2024-08-31,1100,Aqua,MODIS,96,6.1NRT,289.05,34.05,N
39.34623,-122.006,335.9,1.17,1.08,2024-08-31,1828,Terra,MODIS,66,6.1NRT,306.7,35.79,D
41.59531,-117.84496,418.38,1.7,1.28,2024-08-31,1828,Terra,MODIS,100,6.1NRT,319.87,805.95,D
41.59134,-117.8257,378.66,1.71,1.28,2024-08-31,1828,Terra,MODIS,100,6.1NRT,309.92,295.24,D
41.32053,-117.71172,328.4,1.76,1.3,2024-08-31,1828,Terra,MODIS,73,6.1NRT,313.25,26.36,D
39.35558,-122.00336,333.47,1.17,1.08,2024-08-31,1828,Terra,MODIS,74,6.1NRT,305.01,31.42,D
38.93554,-121.59607,315.2,1.23,1.1,2024-08-31,1828,Terra,MODIS,45,6.1NRT,302.6,10.44,D
36.42346,-118.78112,336.84,2,1.38,2024-08-31,1828,Terra,MODIS,85,6.1NRT,295.86,88.6,D
36.41215,-118.7874,361.2,2,1.38,2024-08-31,1828,Terra,MODIS,100,6.1NRT,301.77,228.78,D
36.39999,-118.72948,376.65,2.02,1.39,2024-08-31,1828,Terra,MODIS,100,6.1NRT,297.7,375.1,D
36.39582,-118.70966,374.14,2.03,1.39,2024-08-31,1828,Terra,MODIS,100,6.1NRT,296.22,356.3,D
36.4199,-118.79066,347.86,2,1.38,2024-08-31,1828,Terra,MODIS,93,6.1NRT,299.07,141.39,D
36.41506,-118.76664,326.76,2.01,1.38,2024-08-31,1828,Terra,MODIS,45,6.1NRT,294.47,50.43,D
36.40857,-118.79699,342.85,2,1.38,2024-08-31,1828,Terra,MODIS,90,6.1NRT,301.58,114.3,D
36.40375,-118.77319,336.14,2.01,1.38,2024-08-31,1828,Terra,MODIS,82,6.1NRT,299.36,83.92,D
36.39646,-118.73764,346.39,2.02,1.39,2024-08-31,1828,Terra,MODIS,92,6.1NRT,296.22,136.96,D
36.39254,-118.71848,387.74,2.03,1.39,2024-08-31,1828,Terra,MODIS,100,6.1NRT,299.48,516.04,D
36.40978,-118.78928,374.12,1.22,1.1,2024-08-31,2159,Aqua,MODIS,94,6.1NRT,304.91,157.53,D
36.41787,-118.80469,344.39,1.22,1.1,2024-08-31,2159,Aqua,MODIS,83,6.1NRT,299.19,54.34,D
36.37658,-118.80211,334.53,1.22,1.1,2024-08-31,2159,Aqua,MODIS,47,6.1NRT,311.94,23.15,D
36.39491,-118.73015,361.15,1.23,1.1,2024-08-31,2159,Aqua,MODIS,0,6.1NRT,290.38,105.03,D
36.40004,-118.78815,343.64,1.22,1.1,2024-08-31,2159,Aqua,MODIS,42,6.1NRT,306.08,47.76,D
36.4115,-118.77438,337.92,1.22,1.1,2024-08-31,2159,Aqua,MODIS,56,6.1NRT,298.39,36.43,D
39.99606,-122.55408,341.76,1.01,1,2024-08-31,2201,Aqua,MODIS,88,6.1NRT,317.82,27.02,D
39.99445,-122.56561,367.02,1.01,1,2024-08-31,2201,Aqua,MODIS,100,6.1NRT,319.9,88.26,D
36.42713,-118.78433,305.56,1.39,1.17,2024-09-01,0531,Terra,MODIS,37,6.1NRT,292.26,8.55,N
36.415,-118.80057,320.09,1.39,1.17,2024-09-01,0531,Terra,MODIS,100,6.1NRT,292.64,26.14,N
36.41678,-118.78324,341.14,1.39,1.17,2024-09-01,0531,Terra,MODIS,100,6.1NRT,294.98,70.79,N
36.39296,-118.70792,304.37,1.4,1.17,2024-09-01,0531,Terra,MODIS,51,6.1NRT,287.19,11.38,N
36.39131,-118.72456,322.85,1.4,1.17,2024-09-01,0531,Terra,MODIS,100,6.1NRT,289.81,35.08,N
36.40341,-118.70835,319.47,1.4,1.17,2024-09-01,0531,Terra,MODIS,99,6.1NRT,288.48,28.96,N
36.40186,-118.72381,355.22,1.4,1.17,2024-09-01,0531,Terra,MODIS,100,6.1NRT,292.1,120.98,N
36.41853,-118.76616,321.61,1.39,1.17,2024-09-01,0531,Terra,MODIS,100,6.1NRT,292.95,28.56,N
36.40471,-118.79903,302.62,1.39,1.17,2024-09-01,0531,Terra,MODIS,4,6.1NRT,290.64,5.42,N
36.40642,-118.78231,311.07,1.39,1.17,2024-09-01,0531,Terra,MODIS,52,6.1NRT,292.26,14.15,N
40.78495,-119.20247,312.58,1.49,1.21,2024-09-01,0531,Terra,MODIS,85,6.1NRT,290.94,22.63,N
36.40042,-118.73811,328.07,1.4,1.17,2024-09-01,0531,Terra,MODIS,100,6.1NRT,289.6,41.92,N
36.42547,-118.80038,307.34,1.39,1.17,2024-09-01,0531,Terra,MODIS,71,6.1NRT,292.37,10.45,N
36.41375,-118.7444,307.6,2.6,1.55,2024-09-01,1000,Aqua,MODIS,48,6.1NRT,291.48,29.52,N
36.42196,-118.78056,313.31,2.61,1.55,2024-09-01,1000,Aqua,MODIS,87,6.1NRT,293.1,44.44,N
36.41982,-118.75288,305.16,2.6,1.55,2024-09-01,1000,Aqua,MODIS,10,6.1NRT,291.88,22.74,N
36.40804,-118.77972,326.18,2.61,1.55,2024-09-01,1000,Aqua,MODIS,100,6.1NRT,293,95.28,N
36.40562,-118.74833,308.25,2.6,1.55,2024-09-01,1000,Aqua,MODIS,61,6.1NRT,291.46,32.17,N
36.403,-118.7146,310.05,2.58,1.54,2024-09-01,1000,Aqua,MODIS,60,6.1NRT,290.29,40.32,N
36.41598,-118.77586,336.04,2.61,1.55,2024-09-01,1000,Aqua,MODIS,100,6.1NRT,294.93,148.06,N
36.39734,-118.7074,313.57,2.58,1.54,2024-09-01,1000,Aqua,MODIS,68,6.1NRT,289.43,49.34,N
32.77864,-115.3986,306.63,1.41,1.18,2024-09-01,1002,Aqua,MODIS,67,6.1NRT,295.37,8.87,N
36.40304,-118.7059,323.79,2.06,1.4,2024-09-01,1732,Terra,MODIS,28,6.1NRT,298.06,40.62,D
36.40508,-118.73073,325.41,2.07,1.4,2024-09-01,1732,Terra,MODIS,43,6.1NRT,298.34,45.88,D
36.40921,-118.78109,334.89,2.08,1.4,2024-09-01,1732,Terra,MODIS,82,6.1NRT,305.54,77.35,D
36.42001,-118.76024,325.99,2.07,1.4,2024-09-01,1732,Terra,MODIS,23,6.1NRT,301.01,44.05,D
36.42174,-118.78127,336.02,2.08,1.4,2024-09-01,1732,Terra,MODIS,83,6.1NRT,301.8,84.26,D
32.62003,-114.89048,335.21,1.12,1.05,2024-09-01,1732,Terra,MODIS,74,6.1NRT,313.14,17.98,D
36.43299,-118.79665,333.93,3.51,1.76,2024-09-01,2101,Aqua,MODIS,79,6.1NRT,298.42,162.99,D
36.42344,-118.78558,354.9,3.51,1.76,2024-09-01,2101,Aqua,MODIS,97,6.1NRT,300.19,400.72,D
36.41772,-118.74702,311.39,3.02,1.65,2024-09-02,0434,Terra,MODIS,13,6.1NRT,292.35,46.43,N
36.42289,-118.77796,330.78,3.03,1.66,2024-09-02,0434,Terra,MODIS,100,6.1NRT,295.39,140.35,N
36.43121,-118.7545,308.79,3.02,1.65,2024-09-02,0434,Terra,MODIS,23,6.1NRT,292.93,38.14,N
36.42444,-118.78365,332.87,3.03,1.66,2024-09-02,0434,Terra,MODIS,100,6.1NRT,295.67,155.77,N
36.4375,-118.79317,327.06,3.03,1.66,2024-09-02,0434,Terra,MODIS,100,6.1NRT,295.55,118.53,N
36.38566,-118.71797,300.3,1.03,1.01,2024-09-02,1038,Aqua,MODIS,10,6.1NRT,284.95,4.98,N
36.39625,-118.72665,315.94,1.03,1.01,2024-09-02,1038,Aqua,MODIS,46,6.1NRT,291.08,14.25,N
36.41193,-118.76701,309.64,1.03,1.01,2024-09-02,1038,Aqua,MODIS,16,6.1NRT,291.66,8,N
36.41374,-118.77831,322.3,1.03,1.01,2024-09-02,1038,Aqua,MODIS,100,6.1NRT,293.56,19.93,N
36.41553,-118.73214,308.75,1.03,1.01,2024-09-02,1038,Aqua,MODIS,40,6.1NRT,290.96,8.58,N
36.41727,-118.74297,316.19,1.03,1.01,2024-09-02,1038,Aqua,MODIS,88,6.1NRT,291.84,14.02,N
36.42255,-118.7759,312.06,1.03,1.01,2024-09-02,1038,Aqua,MODIS,47,6.1NRT,292.74,9.73,N
36.43318,-118.78485,333.79,1.03,1.01,2024-09-02,1038,Aqua,MODIS,100,6.1NRT,297.11,33.95,N
36.43494,-118.79591,317.47,1.03,1.01,2024-09-02,1038,Aqua,MODIS,95,6.1NRT,293.81,14.85,N
36.39447,-118.71562,316.14,1.03,1.01,2024-09-02,1038,Aqua,MODIS,65,6.1NRT,290.4,15.03,N
41.24595,-123.43771,312.18,1.19,1.08,2024-09-02,1809,Terra,MODIS,63,6.1NRT,301.7,11.5,D
36.39828,-118.7259,329.77,1.15,1.07,2024-09-02,1811,Terra,MODIS,56,6.1NRT,298.64,25.77,D
36.41512,-118.76847,338.44,1.14,1.06,2024-09-02,1811,Terra,MODIS,87,6.1NRT,302.59,38.73,D
36.41728,-118.78152,353.73,1.14,1.06,2024-09-02,1811,Terra,MODIS,96,6.1NRT,304.79,76.09,D
36.42644,-118.77857,320.59,1.14,1.06,2024-09-02,1811,Terra,MODIS,35,6.1NRT,299.98,13.64,D
39.74224,-121.92511,318.85,1.03,1.02,2024-09-02,1811,Terra,MODIS,71,6.1NRT,303.49,10.18,D
39.7496,-121.91144,327.24,1.03,1.02,2024-09-02,1811,Terra,MODIS,81,6.1NRT,303.07,18.4,D
39.75116,-121.92318,360.19,1.03,1.02,2024-09-02,1811,Terra,MODIS,100,6.1NRT,306.39,83.05,D
32.51122,-115.19039,343.39,1.04,1.02,2024-09-02,2142,Aqua,MODIS,85,6.1NRT,313.58,25.02,D
32.51266,-115.17953,345.33,1.04,1.02,2024-09-02,2142,Aqua,MODIS,87,6.1NRT,318.03,29.32,D
32.51411,-115.16865,337.96,1.05,1.02,2024-09-02,2142,Aqua,MODIS,76,6.1NRT,318.24,15.07,D
36.40769,-118.73404,334.03,1.02,1.01,2024-09-02,2142,Aqua,MODIS,79,6.1NRT,302.54,26.16,D
36.40943,-118.72284,326.1,1.02,1.01,2024-09-02,2142,Aqua,MODIS,35,6.1NRT,300.46,16.86,D
33.97741,-117.67142,330.55,1.01,1,2024-09-02,2142,Aqua,MODIS,48,6.1NRT,315.17,11.42,D
32.5604,-116.75661,332.14,1,1,2024-09-02,2142,Aqua,MODIS,61,6.1NRT,314.09,12.64,D
32.56192,-116.74624,346.22,1,1,2024-09-02,2142,Aqua,MODIS,88,6.1NRT,313.79,36.04,D
32.50977,-115.20125,334.94,1.04,1.02,2024-09-02,2142,Aqua,MODIS,33,6.1NRT,314.47,10.25,D
36.45354,-118.79227,344.85,1.02,1.01,2024-09-02,2142,Aqua,MODIS,90,6.1NRT,307.81,42.04,D
36.40598,-118.74507,327.32,1.02,1.01,2024-09-02,2142,Aqua,MODIS,68,6.1NRT,300.22,16.59,D
36.41816,-118.72538,342.25,1.02,1.01,2024-09-02,2142,Aqua,MODIS,88,6.1NRT,302.01,40.54,D
36.41643,-118.73653,327.17,1.02,1.01,2024-09-02,2142,Aqua,MODIS,55,6.1NRT,300.82,16.72,D
36.42345,-118.75014,332.9,1.02,1.01,2024-09-02,2142,Aqua,MODIS,70,6.1NRT,302.58,22.07,D
36.43764,-118.77666,334.76,1.02,1.01,2024-09-02,2142,Aqua,MODIS,80,6.1NRT,305.35,23.63,D
36.43597,-118.7875,341.87,1.02,1.01,2024-09-02,2142,Aqua,MODIS,88,6.1NRT,307.37,35.88,D
36.44645,-118.77895,336.04,1.02,1.01,2024-09-02,2142,Aqua,MODIS,82,6.1NRT,303.7,24.96,D
36.44474,-118.79,362.56,1.02,1.01,2024-09-02,2142,Aqua,MODIS,100,6.1NRT,307.3,83.64,D
36.45528,-118.78096,329.78,1.02,1.01,2024-09-02,2142,Aqua,MODIS,61,6.1NRT,305.05,16.65,D
39.60761,-120.22103,355.25,1.04,1.02,2024-09-02,2144,Aqua,MODIS,97,6.1NRT,307.44,70.58,D
39.76101,-121.93163,320.94,1.16,1.07,2024-09-02,2144,Aqua,MODIS,65,6.1NRT,308.78,10.23,D
39.6146,-120.23512,373.5,1.04,1.02,2024-09-02,2144,Aqua,MODIS,100,6.1NRT,308.27,127.29,D
39.60575,-120.23264,333.37,1.04,1.02,2024-09-02,2144,Aqua,MODIS,82,6.1NRT,304.49,27.54,D
39.61644,-120.2236,401.32,1.04,1.02,2024-09-02,2144,Aqua,MODIS,100,6.1NRT,310.85,266.86,D
34.12688,-117.94537,306.66,1,1,2024-09-03,0512,Terra,MODIS,69,6.1NRT,294.63,5.86,N
39.61929,-120.19706,313.86,1,1,2024-09-03,0514,Terra,MODIS,88,6.1NRT,286.54,14.96,N
36.39112,-118.72374,309.56,1,1,2024-09-03,0514,Terra,MODIS,34,6.1NRT,287.55,9.1,N
36.38961,-118.73457,309.02,1,1,2024-09-03,0514,Terra,MODIS,49,6.1NRT,287.35,8.45,N
36.39987,-118.72559,318.02,1,1,2024-09-03,0514,Terra,MODIS,57,6.1NRT,290.83,15.07,N
36.42466,-118.74202,326.23,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,294.93,23.33,N
36.42315,-118.75286,312.16,1,1,2024-09-03,0514,Terra,MODIS,81,6.1NRT,293.96,9.87,N
36.42012,-118.77455,311.08,1,1,2024-09-03,0514,Terra,MODIS,66,6.1NRT,294.93,8.92,N
36.42887,-118.77647,335.9,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,297.37,35.72,N
36.42734,-118.78732,307.68,1,1,2024-09-03,0514,Terra,MODIS,70,6.1NRT,293.05,6.66,N
36.43764,-118.77837,325.09,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,295.7,21.21,N
36.43612,-118.78922,310.63,1,1,2024-09-03,0514,Terra,MODIS,76,6.1NRT,295.45,8.03,N
39.59855,-120.21533,318.7,1,1,2024-09-03,0514,Terra,MODIS,97,6.1NRT,286.5,19.3,N
39.59691,-120.22666,346.48,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,288.67,58.22,N
39.60893,-120.20612,310.17,1,1,2024-09-03,0514,Terra,MODIS,79,6.1NRT,285.29,12.03,N
39.60728,-120.21754,332.52,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,290.23,34.84,N
39.60564,-120.2289,315.58,1,1,2024-09-03,0514,Terra,MODIS,92,6.1NRT,286.02,16.32,N
39.61766,-120.20834,328.04,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,290.55,28.44,N
39.61602,-120.21976,335.26,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,290.36,38.96,N
39.61438,-120.23108,306.52,1,1,2024-09-03,0514,Terra,MODIS,68,6.1NRT,284.38,10.06,N
39.62966,-120.18791,316.2,1,1,2024-09-03,0514,Terra,MODIS,93,6.1NRT,287.19,16.78,N
39.62803,-120.19924,334.93,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,291.69,38.02,N
39.6264,-120.2106,337.54,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,290.97,41.45,N
39.62476,-120.22194,315.72,1,1,2024-09-03,0514,Terra,MODIS,92,6.1NRT,286.45,15.92,N
39.6384,-120.19004,328.29,1,1,2024-09-03,0514,Terra,MODIS,100,6.1NRT,287.93,29.4,N
39.61262,-120.2054,300.52,2.42,1.5,2024-09-03,1119,Aqua,MODIS,29,6.1NRT,281.37,25.36,N
36.43184,-118.75483,316.36,3.64,1.79,2024-09-03,1119,Aqua,MODIS,93,6.1NRT,292.3,96.59,N
36.4221,-118.76492,301.5,3.64,1.79,2024-09-03,1119,Aqua,MODIS,32,6.1NRT,290.55,28.57,N
36.42829,-118.72251,312.97,3.66,1.79,2024-09-03,1119,Aqua,MODIS,75,6.1NRT,291.6,78.17,N
36.43688,-118.75755,311.36,3.64,1.79,2024-09-03,1119,Aqua,MODIS,82,6.1NRT,292.53,66.77,N
36.42355,-118.7219,313.1,3.66,1.79,2024-09-03,1119,Aqua,MODIS,86,6.1NRT,291.07,82.63,N
39.618,-120.21526,330.88,3,1.65,2024-09-03,1849,Terra,MODIS,83,6.1NRT,302.78,119.46,D
39.60447,-120.22253,324.47,3,1.65,2024-09-03,1849,Terra,MODIS,76,6.1NRT,300.93,85.9,D
39.61942,-120.20794,342.34,3,1.65,2024-09-03,1849,Terra,MODIS,91,6.1NRT,303.16,205.37,D
39.6118,-120.17628,326.59,3.02,1.65,2024-09-03,1849,Terra,MODIS,73,6.1NRT,298.85,94.46,D
39.60591,-120.21519,323.92,3,1.65,2024-09-03,1849,Terra,MODIS,75,6.1NRT,301.69,84.03,D
39.61067,-120.18407,322.68,3.02,1.65,2024-09-03,1849,Terra,MODIS,62,6.1NRT,298.95,74.1,D
38.33842,-121.54688,319.06,2.69,1.57,2024-09-03,1851,Terra,MODIS,69,6.1NRT,302.91,38.22,D
36.4272,-118.76658,322.6,4.54,1.96,2024-09-03,1851,Terra,MODIS,73,6.1NRT,298.32,138.96,D
36.42556,-118.77547,320.58,4.54,1.96,2024-09-03,1851,Terra,MODIS,59,6.1NRT,298.12,112.52,D
36.41559,-118.73626,314.65,4.57,1.96,2024-09-03,1851,Terra,MODIS,25,6.1NRT,295.55,77.45,D
36.4112,-118.78084,372.3,2.7,1.57,2024-09-03,2222,Aqua,MODIS,100,6.1NRT,308.18,484.33,D
36.40691,-118.77515,335.52,2.7,1.57,2024-09-03,2222,Aqua,MODIS,75,6.1NRT,307.07,110.38,D
36.42114,-118.77316,379.05,2.7,1.57,2024-09-03,2222,Aqua,MODIS,100,6.1NRT,306.98,592.65,D
36.4185,-118.80801,337.33,2.69,1.57,2024-09-03,2222,Aqua,MODIS,83,6.1NRT,303.47,113.96,D
36.41326,-118.75062,332.14,2.71,1.58,2024-09-03,2222,Aqua,MODIS,68,6.1NRT,302.44,96.37,D
36.42537,-118.77934,355.04,2.7,1.57,2024-09-03,2222,Aqua,MODIS,97,6.1NRT,305.9,271.4,D
36.11866,-120.57587,360.17,2.04,1.39,2024-09-03,2222,Aqua,MODIS,100,6.1NRT,318.33,193.18,D
36.11665,-120.59927,345.78,2.03,1.39,2024-09-03,2222,Aqua,MODIS,90,6.1NRT,317.01,104.73,D
36.13092,-120.57816,423.94,2.04,1.39,2024-09-03,2222,Aqua,MODIS,100,6.1NRT,323.05,1163.6,D
36.12902,-120.60011,398.05,2.03,1.39,2024-09-03,2222,Aqua,MODIS,100,6.1NRT,320.82,634.45,D
39.60011,-120.19653,479.41,2.39,1.49,2024-09-03,2225,Aqua,MODIS,100,6.1NRT,332.55,4135.14,D
39.59825,-120.22224,392.96,2.38,1.49,2024-09-03,2225,Aqua,MODIS,100,6.1NRT,320.26,714.1,D
39.61547,-120.16891,364.72,2.4,1.49,2024-09-03,2225,Aqua,MODIS,100,6.1NRT,301.59,317.71,D
39.6135,-120.19585,436.15,2.39,1.49,2024-09-03,2225,Aqua,MODIS,100,6.1NRT,325.38,1907.75,D
39.61156,-120.22227,345.33,2.38,1.49,2024-09-03,2225,Aqua,MODIS,91,6.1NRT,314.52,141.39,D
36.19402,-120.58566,314.17,2.39,1.49,2024-09-04,0555,Terra,MODIS,89,6.1NRT,293.21,42.31,N
36.14481,-120.5708,330.19,2.39,1.49,2024-09-04,0555,Terra,MODIS,100,6.1NRT,294.99,99,N
36.14304,-120.59578,326.58,2.38,1.49,2024-09-04,0555,Terra,MODIS,100,6.1NRT,292.74,82.67,N
36.15798,-120.57297,308.24,2.39,1.49,2024-09-04,0555,Terra,MODIS,74,6.1NRT,294.21,25.98,N
36.1562,-120.59783,305.46,2.38,1.49,2024-09-04,0555,Terra,MODIS,48,6.1NRT,292.88,20.04,N
36.16932,-120.60023,314.04,2.38,1.49,2024-09-04,0555,Terra,MODIS,59,6.1NRT,293.99,38.91,N
36.18423,-120.57835,312.39,2.39,1.49,2024-09-04,0555,Terra,MODIS,59,6.1NRT,293.41,33.92,N
36.18242,-120.60303,310.94,2.38,1.49,2024-09-04,0555,Terra,MODIS,40,6.1NRT,293.89,30.74,N
39.60908,-120.1673,320.69,2.78,1.59,2024-09-04,0555,Terra,MODIS,100,6.1NRT,287.33,92.47,N
